"ID","Event","Type","Year","Date","Speaker","Affiliation","Title","Slides","Video","Abstract"
"rinpharma_145","2020 Conference","Talk","2020","2020-10-13","Ellis Hughes","Fred Hutch Cancer Research Center","R Package Validation Framework","https://thebioengineer.github.io/validation_rpharma/","https://youtu.be/zEH-6Ik-5h8","In this talk I will discuss the steps that have been created for validating internally generated R packages at SCHARP (Statistical Center for HIV/AIDS Research and Prevention). Housed within Fred Hutch, SCHARP is an instrumental partner in the research and clinical trials surrounding HIV prevention and vaccine development. Part of SCHARP's work involves analyzing experimental biomarkers and endpoints which change as the experimental question, analysis methods, antigens measured, and assays evolve. Maintaining a validated code base that is rigid in its output format, but flexible enough to cater a variety of inputs with minimal custom coding has proven to be important for reproducibility and scalability. SCHARP has developed several key steps in the creation, validation, and documentation of R packages that take advantage of R's packaging functionality. First, the programming team works with leadership to define specifications and lay out a roadmap of the package at the functional level. Next, statistical programmers work together to develop the package, taking advantage of the rich R ecosystem of packages for development such as roxygen2, devtools, usethis, and testthat. Once the code has been developed, the package is validated to ensure it passes all specifications using a combination of testthat and rmarkdown. Finally, the package is made available for use across the team on live data. These procedures set up a framework for validating assay processing packages that furthers the ability of Fred Hutch to provide world-class support for our clinical trials."
"rinpharma_146","2020 Conference","Talk","2020","2020-10-13","Bo Wang","Novartis","metashiny: build Shiny apps with a Shiny app","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wang-metashiny.pptx","https://youtu.be/jvm6cITehT0","metashiny is an R package that provides a point-and-click interface to quickly design, prototype, and deploy essential Shiny applications without having to write one single line of R code. The core idea behind metashiny is to parametrize Shiny modules, which are reusable units of Shiny logic with their own namespace. Instead of modifying a module to fit various analytical needs, metashiny strives to build a module template that encompasses a wide range of popular Shiny logic, then uses a ""meta""-Shiny interface to collect user requirements and customize the Shiny modules using these inputs as parameters. The customized Shiny modules are embedded in the ""meta""-Shiny for preview, may be downloaded in a self-contained, functioning Shiny directory and may be deployed to a Shiny Server with minimal configuration. metashiny may be very useful in the initial design phase of Shiny products. Finally, an important feature for non-R users is it eliminates the need of learning Shiny code and the R environment, thus enables analytical colleagues from all backgrounds to explore the fantastic power of Shiny."
"rinpharma_147","2020 Conference","Talk","2020","2020-10-13","Leigh Alexander","SomaLogic","Out of Chaos, Comes Order: Adventures in Standardized and Reproducible Research","","",""
"rinpharma_149","2020 Conference","Talk","2020","2020-10-13","Adrian Olszewski","2KMM","Numerical validation as a critical aspect in bringing R to the Clinical Research","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Olszewski-Numerical_Validation_Clinical_Research.pdf","https://youtu.be/qLuPjEOoHl4","Validation of the R statistical package has become a hot topic since 2015, when the FDA issued the Statistical Software Clarifying Statement, stating officially that no specific software is required for submissions, and that any tool can be used if only it is reliable and documented appropriately. It instantly brought the attention of the pharmaceutical industry. Individual attempts to fulfil validation requirement and bring R to the controlled environments were made by a number of companies independently. In addition, combined efforts of the biggest pharmaceutical companies resulted in launching the R Validation Hub project. While most of the initiatives seem to focus on documentation and package quality assessment, relying on the results of unit tests delivered ""as is"" by the authors of R packages, we at 2KMM CRO set different priorities, driven by the importance of exhaustive numerical validation done in the first place. Without that, there is a risk that all the efforts on documentation and quality assurance will pertain to routines which results differ from those obtained with other trusted software in a way that cannot be adequately justified. While we do not undermine the importance of documentation and early unit testing, we believe that numerical validation, going far beyond running those tests, is mandatory to achieve satisfying level of reliability. We would like to share our findings in this area, including the choice of reference input data and results used during the validation, sources of discrepancies between R and other software, interpretation and acceptance of the results."
"rinpharma_150","2020 Conference","Talk","2020","2020-10-13","Jaejoon Song","FDA","geoMapr: A Shiny Application for Enriched Analysis of Drug Utilization Data","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Song-geoMapr.pptx","https://youtu.be/avV1OWFbN5o","The crisis of opioid abuse and overdose in the United States has involved unprecedented levels of opioid prescriptions and opioid-related mortality. Greater understanding of current trends in prescription opioid utilization may help prevent new cases of abuse, addiction, and overdose. The U.S. Food and Drug Administration (FDA, the Agency) is expanding its capacity for proactive pharmacovigilance of drug abuse, in addition to other drug safety signals. In post-market safety surveillance, pharmacy dispensing data provide valuable insights to the Agency for oversight of drug utilization. The drug dispensing data include the number of product dispensings aggregated over a time frame (e.g., months) by geographical locations (e.g., states, core-based statistical areas). One promising approach to enhance pharmacovigilance using these data would be through data enrichment geographically referenced public data sources covering detailed information on demographic, socioeconomic, and healthcare service can be overlaid to proprietary, nationally projected data for prescription drug dispensing. Our project, funded by the Center for Drug Evaluation and Research (CDER) Safety Research Interest Group (SRIG) program, seeks to develop a data analysis pipeline and software for generating real-world evidence (RWE) that will monitor changes in prescription opioid use and guide proactive pharmacovigilance of drug abuse. The software will provide tools to augment proprietary, nationally projected data for prescription drug dispensing with other geographically referenced, publicly available, demographic, socioeconomic, or healthcare service data. The software will generate RWE including user-interactive data visualization, spatio-temporal modeling, and machine learning for identifying factors potentially associated with drug utilization, misuse, and abuse."
"rinpharma_151","2020 Conference","Talk","2020","2020-10-13","Bella Feng","KitePharma A Gilead Company","Becoming Multilingual","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Feng-Becoming_Multilingual.pptx","https://youtu.be/k7X29akVOK8","As stated in my 2018 R/Pharma presentation ""Becoming Bilingual in SAS and R"" I believe in problem-solving using different data science tools. This talk is about my team's efforts at using different data science tools (SAS R and Python) to harmonize data from 10+ clinical studies to build a robust and automated data mart that will eventually integrate biomarker data from clinical studies and real world data(RWD). (1) SAS data dictionary and ODS are first used because of two reasons Firstly ADaM datasets are in sas7bdat format. Secondly Data dictionary and ODS are powerful tools that R or Python have not well-established package. (2) R is used for its visualization power and Shiny and Rstudio's Reticulate tools for integration of Python into R projects. (3) Python is used for its fuzzywuzzy package and potentially NLTK package. In this project we are particularly pleased and impressed by Rstudio's work on seamlessly integrating Python tools into R projects. This project showcases the use case of combining the three programming languages in Clinical Data Integration space. It also provides a POC(proof of concept) for integrating Kite internal data with external data and RWD data. It is also future looking in the sense that it prepares us to deal with future wearable device data that innovative technology and precision medicine will bring into Oncology treatment scene."
"rinpharma_154","2020 Conference","Keynote","2020","2020-10-14","Julia Silge","Rstudio","Data visualization for real-world machine learning","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Silge-Data_Visualization_Real_World_ML.pdf","https://youtu.be/Poeic8TjCx8","Visual representations of data inform how machine learning practitioners think, understand, and decide. Before charts are ever used for outward communication about a ML system, they are used by the system designers and operators themselves as a tool to make better modeling choices. Practitioners use visualization, from very familiar statistical graphics to creative and less standard plots, at the points of most important human decisions when other ways to validate those decisions can be difficult. Visualization approaches are used to understand both the data that serves as input for machine learning and the models that practitioners create. In this talk, learn about the process of building a ML model in the real world, how and when practitioners use visualization to make more effective choices, and considerations for ML visualization tooling."
"rinpharma_156","2020 Conference","Talk","2020","2020-10-14","Christina Fillmore","Glaxosmithkline","Using R to Create an End to End Process for Predicting Delays in Recruitment from Covid-19","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Fillmore-Recruitment_Covid19.pptx","https://youtu.be/ixlMuxu31tg","Supporting data-driven decisions in the planning of clinical trials during the current pandemic involves extensive integration of heterogenous data sources, sophisticated predictive modelling, and custom visualization to communicate the predictions to decision makers. We used R to rapidly deliver end-to-end planning tools for GSK in this difficult time. We built a pipeline to integrate, clean and, crucially - test, a variety of internal and external datasets. This data then fed into a patient recruitment model and, finally, into a SQL-powered shiny app for interactive visualizations. The creation of the planning tool required bringing together statisticians, data scientists and clinical operations in an intense collaboration, powered by R."
"rinpharma_157","2020 Conference","Talk","2020","2020-10-14","Baldur Magnusson","Novartis","With great graphs comes great power","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Magnusson-Graphs_and_Power.pdf","https://youtu.be/TNMC-Ota29g","Effective visual communication is a core competency for pharmacometricians, statisticians, and, more generally, any quantitative scientist. It is essential in every step of a quantitative workflow, from scoping to execution and communicating results and conclusions. With this competency, we can better understand data and influence decisions toward appropriate actions. Without it, we can fool ourselves and others and pave the way to wrong conclusions and actions. The goal of this talk is to convey this competency through three laws of effective visual communication for the quantitative scientist have a clear purpose, show the data clearly, and make the message obvious."
"rinpharma_158","2020 Conference","Talk","2020","2020-10-14","Charlotta Fruchtenicht","Roche / Genentech","visR - a package for effective visualization in Pharma","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Fruchtenicht-visR.pdf","https://youtu.be/JxvPBp2OhgA",""
"rinpharma_159","2020 Conference","Talk","2020","2020-10-14","Jeremy Wildfire","Gilead","safetyGraphics v2.0 - Open Source Collaboration in Pharma using R and Shiny","","","The visR project for effective graphics in drug development visR is an open collaborative effort to develop solutions for effective visual communication with a focus on reporting medical and clinical data. The aim of the collaboration is to develop a user-friendly, fit for purpose, open source package to simplify the use of good graphical principles for effective visual communication of typical analyses of interventional and observational data encountered in clinical drug development."
"rinpharma_161","2020 Conference","Talk","2020","2020-10-14","Carson Sievert","RStudio","Styling Shiny & R Markdown with bootstraplib & thematic","https://talks.cpsievert.me/20201014/","https://youtu.be/7pJhTgJubWM","The pharmaceutical industry has witnessed a growing interest in open source languages such as R and Python as an alternative to SAS for many activities related to clinical research. Hop on board for a whistle-stop tour of our efforts within GSK Biostatistics to integrate R programming into the clinical reporting pipeline. Hear how our journey started, where we are now, and what challenges and opportunities lie ahead."
"rinpharma_162","2020 Conference","Talk","2020","2020-10-14","Michael Rimler","Glaxosmithkline","Clinical Reporting Using R at GSK","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Rimler-Clinical_Reporting_GSK.pptx","https://youtu.be/Z4JXMERYunc","The development of laboratory developed tests (LDTs) and in vitro diagnostics (IVDs) requires the execution of studies to determine the analytical performance of the assay. Examples of analytical studies include limit of detection, intermediate precision, and stability studies. These studies often require similar analyses to be repeated multiple times on replicates or different sample types. The results of these analyses need to be stored in data structures that are easily accessible to the lead analyst as well as additional team members responsible for validating the work. Nested data frames are a powerful and flexible data structures that are well suited for these requirements. This talk will show how storing all of the steps of an analysis pipeline in a nested data frame allows analysts to utilize the well-established functionality of the tidyverse family of packages for efficient analysis and summarization of the data. It will also discuss how nested data frames are well suited for reproducibility and traceability, which are vital to documenting analytical performance. Reproducibility is often achieved by writing R notebooks in an environment that maintains package version consistency (e.g. docker, RStudio Server). Using nested data frames as the underlying data structure within these frameworks provides a transparent and modular method for storing the results of an existing analysis and providing easily accessible data for downstream analysis."
"rinpharma_163","2020 Conference","Talk","2020","2020-10-14","Mike Mehan","Illumina Inc","Leveraging Nested Data Frames for Analytical Studies","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Mehan-Nested_Data_Frames.pptx","https://youtu.be/LkFzPkvlmRo",""
"rinpharma_164","2020 Conference","Talk","2020","2020-10-14","J. Kyle Wathen","Gilead","PREP - Packages fRom tEmPlates - An R Package to Streamline Development of Shiny Apps and R Packages","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wathen-PREP.pptx","https://youtu.be/_Hfq8ymQWIY","In the recent years, R Shiny apps have gained considerable momentum and have been utilized to develop many useful dashboards and user interfaces (UI) that allow non-programmers access to innovative tools. Due to the ease of development of Shiny apps and lack of complex examples, R developers often create a new shiny app in a single app.r file that contains both the ui and server code/ As a project grows, and capabilities expand in the app, a common practice is to separate the code into two files, one for the server object and one for the ui object. While these approaches may suffice for simple applications, they can lead a developer or team of developers down a path to an application with many lines of code (e.g. 15,000+) in a single file that can be extremely difficult to debug, test, maintain or expand. This approach can also lead to a file with a mixture of UI/server related code in the same files as complex computational code. In this talk, I will present the {PREP} (Packages fRom tEmPlates) package that was created to help teams streamline development of R Shiny apps and R packages using an approach that follows software development best practices. The PREP package adds new project types to R Studio to help streamline new project creation and development. There are three PREP project type options 1) a Shiny app as a package, 2) a Shiny app or 3) R package that is setup with the unit testing framework included utilizing {testthat} and is intended to contain all the complex computational functionality. Both Shiny app options are organized using modules with a consistent default theme, ability to switch between color theme options and example code for commonly implemented tasks. By developing the complex computations in the R packages and the Shiny app as separate projects, teams can utilize each person's skill set better and simplify the testing thus making a more robust final product. By developing the Shiny app with modules, teams can avoid extremely long single files and allow for sharing customized controls within different pages, make it much easier of using source control technology like GitHub. In addition, the PREP package includes functions to add new tabs and modules to the Shiny app and create new functions with testing setup in the computational package to avoid multiple steps of creating files for new functions and testing. PREP is designed to be used by new package/Shiny developers and is highly customizable for expert users without adding a dependency to your final product."
"rinpharma_166","2020 Conference","Talk","2020","2020-10-14","Thomas Tensfeldt","Pfizer","openNCA Pharmacokinetic data repository and Non-compartmental Analysis System","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Tensfeldt-OpenNCA.pptx","https://youtu.be/Dw6HrBUdcmU","Non-compartmental pharmacokinetic analysis (NCA) is used in the characteristization of drugs absorption, distribution and elimination in the body. Software that implements NCA is available from commercial and non-commercial, open-source, sources. openNCA is a Pfizer, Inc in-house developed desktop application with enterprise capabilities designed to provide a PK bioanalysis result repository as well as an NCA computation routines. The system is built with modern technologies including Javascript/Typescript, Angular, Electron, Elasticsearch, Modeshape, Splunk, docker and a substantial R code base that implements system functions, configuration, analysis, reporting and user defined functionality. openNCA capabilities include -Repository/Library/Metadata stores -Data Loading/Merging/Validation -Integration with Clinical Trial operational data -Integration with Patient Information Management System -Data Access controls -Data Transformation -NCA Analysis -RMarkdown and LaTeX Reporting -Shiny Apps -Quality Control -Workflow, Data, Transformation and Analysis Lineage -Navigation and Search -Reporting Event management -Publishing/Data Sharing Design considerations for openNCA include reproducibility, security/integrity, extensibility, discoverability and traceability. Extensibility is a cornerstone characteristic that is enabled through extensive utilization of the application of R scripts and Shiny apps to configure the system functions. The openNCA computation engine R package (https//github.com/tensfeldt/openNCA) for NCA analyses enables some unique capabilities and forms one module of the system and is open-sourced under the MIT license. openNCA, both the R driven application and NCA computation R package, provides an example of an industrial application of R and is represents the in-kind contribution from Pfizer Inc to the intial prototype project of the Pharmaceutical Open Source Software Consortium (POSSC https//www.possc.org/) to promote industrial support for open-source software development and innovation for the Clinical Pharmacology and Pharmacometrics discipline."
"rinpharma_167","2020 Conference","Talk","2020","2020-10-14","Maya Gans and Marly Gotti","Cytel | Biogen","tidyCDISC an Open Source Platform in R to Analyze Clinical Trial Data","https://rmed-tidycdisc.netlify.app/#1","https://youtu.be/XzcMsNr_c0E","The current paradigm for analyzing clinical trial data is cumbersome it is an inefficient, slow, and expensive process. Several rounds of iterations between the main programmer and the validation programmer are usually needed to thoroughly explore the data. Furthermore, clinicians and statisticians often would like to explore the data themselves but lack a robust and flexible platform to carry out this data exploration. For instance, they may need to inspect an endpoint for patients with certain genetic markers, to analyze biomarker data, or to create table summaries. To meet these needs, we created tidyCDISC, an open source Shiny application that can be used to generate custom tables, statistics, and figures. The application has three modules a drag and drop table generator, a graphical population explorer, and a patient history explorer. We've taken a modularized approach to our package to ensure the application can be easily expanded upon to include further analyses and figures. By sharing our application as an open source solution, we hope to help other scientists with similar problems as well as promote collaboration in the pharmaceutical industry."
"rinpharma_168","2020 Conference","Talk","2020","2020-10-14","Mike Stackhouse","Atorus Research, LLC","Tplyr: An Intuitive Framework for Building Clinical Safety Summaries","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Stackhouse-Tplyr.pptx","https://youtu.be/bWmfrew7bPk","In the pharmaceutical industry, a great deal of the data presented in the outputs we create are very similar. For the most part, most of these tables can be broken down into a few categories Counting for event based variables or categories, shifting to describe changes in state, and descriptive statistics to summarize continuous variables. For many of the tables that go into a clinical submission, at least when considering safety outputs, the tables are made up of a combination of these approaches. Consider a demographics table. When you look at the table, you can begin breaking the output down into smaller, redundant, components. These components can be viewed as 'layers', and the table as a whole is constructed by stacking those layers. Tplyr uses this concept to provide an intuitive framework to building clinical safety summaries."
"rinpharma_169","2020 Conference","Talk","2020","2020-10-14","Kyle Baron","Metrum Research Group","yspec: an R Package to Create and Deploy Data Set Specification Objects in a Modeling and Simulation Workflow","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Baron-yspec.pdf","https://youtu.be/Q7_wFMmwxMs",""
"rinpharma_172","2020 Conference","Keynote","2020","2020-10-15","Douglas Robinson","Novartis","Would John, Paul, George or Ringo have been famous if it were not for The Beatles","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Robinson-Would_John_Paul_George_Ringo_Have_Been_Famous_Without_Beatles.pdf","https://youtu.be/y52P2dcug7M","The Beatles rose to music fame in the 1960's and became a worldwide phenomenon. With millions of screaming fans and selling over 600 million records, they are often cited as one of the most influential rock bands in history. One reason for their fame was their ability to communicate in the middle of songs without using words and without missing a single beat. This led me to consider some of the best collaborations I have been a part of, which are those where the team is in complete alignment and information flows easily from one team member to another. As analysts, it is our job to enhance the ability of teams to communicate with the best tool at our disposal; graphics. Just like Paul and John, our graphics need to communicate without speaking to convey information and help teams make critical decisions about clinical trials. Novartis leverages the potential of R - Shiny to develop interactive tools that engage users to explore their clinical trial data with ease. Although several programs have been impacted with this technology, the goal of reaching the entire drug development portfolio is still a work in progress. This talk will describe our experiences with R - Shiny with some examples. Finally, it should be stressed that creating effective Shiny Apps requires thought, as well as adherence to strong graphical principles. In this vein, we will provide and describe our Graphical Principles Cheat Sheet(TM) that covers many aspects and considerations one should follow when devising either static or dynamic graphics."
"rinpharma_174","2020 Conference","Talk","2020","2020-10-15","Viral B. Shah and Vijay Ivaturi","Julia Computing | Pumas-AI","Julia in Pharma","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Shah-Julia_in_Pharma.pdf","https://youtu.be/kPcJ4Xqxrf8","Julia is a modern programming language that provides the ease of use of R with the speed of C++. Julia has been in development for over 11 years. Research on Julia originated at MIT in 2009. Julia is powered by multiple dispatch - a generalization of both, object oriented programming and functional programming. Julia's multiple dispatch makes it easy to write programs at a high level of abstraction while simultaneously getting high performance. This has led to Julia being used by over 10,000 companies and 1,500 universities worldwide. Pumas, developed in Julia, integrates mechanistic pharmacometric models with Scientific Machine Learning and neural networks. In a recent case study, we demonstrated 175x speedup for a QSP workload. Pumas is designed for every type of analysis scientists perform throughout the drug development lifecycle in one seamless environment. Leveraging Julia's parallel capabilities, Pumas leverages distributed computing and GPUs and runs on the cloud through the JuliaHub platform. These workflows leverage the Julia's database, statistics, and visualization functionality in a single package."
"rinpharma_175","2020 Conference","Talk","2020","2020-10-15","Kathleen Zeglinski","CSL","Seamless Visualisation of Complex Genomic Variations in GMOs and Edited Cell Lines Using gmoviz","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Zeglinski-gmoviz.pptx","https://youtu.be/0RAvTYaZ4io","Genetically modified organisms (GMOs) and cell lines are widely used models to estimate the efficacy of drugs and understand mechanism of actions in biopharmaceutical research. As part of characterising these models, DNA sequencing technology and bioinformatics analyses are used systematically to study their genomes. Therefore, large volumes of data are generated and various algorithms are applied to analyse this data, which introduces a challenge on representing all findings in an informative and concise manner. Scientific visualisation can be used to facilitate the explanation of complex genomic editing events such as integration events, deletions, insertions, etc. However, current visualization tools tend to focus on numerical data, ignoring the need to visualise editing events on a larger yet biologically-relevant scale. Thus, we have developed gmoviz, an R package designed to extend traditional bioinformatics workflows used for genomic characterization with powerful visualization capabilities based on the Circos plotting framework. The circular layout used in gmoviz's plots enables users to succinctly display genome-wide information about complex genomic editing events along with contextual biological information to improve the interpretation of findings. The gmoviz package has been developed by utilizing the many features of the Bioconductor ecosystem in order to support several genomic file formats and to seamlessly generate publication-quality figures. Finally, a complex transgenic mouse model, which harbours human gene knock-in, gene knock-outs, segmental insertion, deletion and concatemerisation events, has been used to illustrate the functionality of gmoviz."
"rinpharma_176","2020 Conference","Talk","2020","2020-10-15","Radhika Etikala and Xuehan Zhang","Fred Hutchinson Cancer Research Center","Using R Markdown to Generate Clinical Trials Summary Reports","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Etikala-R_Markdown_Clinical_Trial_Summary_Reports.pptx","https://youtu.be/vpHJuWkdahc","The scope of the paper is to show how to produce a statistical summary report along with explanatory text using R Markdown in RStudio. Programmers write a lot of reports that describe the results of data analyses. There should be a clear and automatic path from data and code to the final report. R Markdown is ideal for this as it is a system for combining code and text into a single document. It is also an efficient, user-friendly tool for producing reports that do not need constant updating. RStudio is often used in the Pharmaceutical and Healthcare industries for analysis and data visualization, and the R Markdown tool can also be leveraged for creating reports and datasets for submission to regulatory agencies. This paper presents an RStudio program that demonstrates how to use R Markdown to generate a statistical table showing adverse events (AE) by system organ class (or preferred term) and severity grade along with text that explains the table. Collecting AE data and performing analysis of AEs is a common and critical part of Clinical Trials. A well-developed reporting system such as one generated with R Markdown, provides a solid foundation and an efficient approach towards a better understanding of what the data represent."
"rinpharma_177","2020 Conference","Talk","2020","2020-10-15","Will Landau","Eli Lilly","Reproducible computation at scale in R with targets","https://wlandau.github.io/rpharma2020/#1","https://youtu.be/GRqKJBaC5g4","Data science can be slow. A single round of statistical computation can take several minutes, hours, or even days to complete. The targets R package keeps results up to date and reproducible while minimizing the number of expensive tasks that actually run. The targets package learns how your pipeline fits together, skips costly runtime for steps that are already up to date, runs the rest with optional implicit parallel computing, abstracts files as R objects, and shows tangible evidence that the output matches the underlying code and data. In other words, the package saves time while increasing our ability to trust the conclusions of the research. In addition, it surpasses the most burdensome permanent limitations of its predecessor, drake, to achieve greater efficiency and provide a safer, smoother, friendlier user experience. This talk debuts targets with an example COVID-19 clinical trial simulation study."
"rinpharma_178","2020 Conference","Talk","2020","2020-10-15","Dariusz Ratman","Roche / Genentech","Building and Managing Unified R Environments for Data Science and Software Development","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Ratman-Unified_R_Environments.pdf","https://youtu.be/H8kG6RZsXFY","R and Biocondutor are important tools supporting scientific workflows across early Research and Development at Roche/Genentech. We have a broad R users community, which includes Data Scientists, Software Developers and consumers of Data Products developed with R. The presentation will explain the guiding principles behind the creation and management of computational environments for Research. The first part will show how we provide shared R environments, which enable result reproducibility and provide access to custom compute resources for interactive data analysis workflows. While the second part will demonstrate how we create corresponding environments for software development, including a brief overview of the tooling and infrastructure, which streamlines the development, testing and deployment of R packages and Shiny applications."
"rinpharma_180","2020 Conference","Talk","2020","2020-10-15","Richard Wyss","Harvard University","Automated Data-Adaptive Analytics to Improve Robustness of Confounding Control when Estimating Treatment Effects in Electronic Healthcare Databases","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wyss-Automated_Data_Adaptive_Analytics.pdf","https://youtu.be/-2YpaSgEBmw","Routinely-collected healthcare databases generated from insurance claims and electronic health records have tremendous potential to provide information on the real-world effectiveness and safety of medical products. However, unmeasured confounding stemming from non-randomized treatments and poorly measured comorbidities remains the greatest obstacle to utilizing these data sources for real-world evidence generation. To reduce unmeasured confounding, data-driven algorithms can be used to leverage the large volume of information in healthcare databases to identify proxy variables for confounders that are either unknown to the investigator or not directly measured in these data sources (proxy confounder adjustment). Evidence has shown that data-driven algorithms for proxy confounder adjustment can supplement investigator-specified variables to improve confounding control compared to adjustment based on investigator-specified variables alone. Consequently, there has been a recent explosion in the development of data-driven methods for high-dimensional proxy confounder adjustment. In this talk, I will discuss recent advancements in data-driven methods for high-dimensional proxy confounder adjustment and their implementation within the R computing environment. I will discuss challenges in assessing the validity of alternative analytic choices to tailor analyses to the given study to improve validity and robustness when estimating treatment effects in healthcare databases."
"rinpharma_181","2020 Conference","Talk","2020","2020-10-15","Yilong Zhang, Siruo Wang, Simiao Ye, Madhusudhan Ginnaram and Keaven M. Anderson","Merck | Johns Hopkins","r2rtf - a Lightweight R Package to Produce Tables and Figures in RTF Format","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Zhang-r2rtf.pdf","https://youtu.be/MNdMME66xBw","The use of open-source R is evolving in drug discovery, research and development for study design, data analysis, visualization, and report generation in the pharmaceutical industry. The ability to produce tables, listings and figures (TLFs) in customized rich text format (RTF) using R is crucial to enhance the workflow of using Microsoft Word to assemble analysis results. We developed an R package, r2rtf, that standardizes the approach to generate highly customized TLFs in RTF format. The r2rtf package provides flexibility to customize table appearance for table title, subtitle, column header, footnote, and data source. The table size, border type, color, and line width can be adjusted in each cell as well as column width, row height, text format, font size, text color, alignment, etc. The control of the format can be row or column vectorized by leveraging the vectorization in R. Furthermore, r2rtf provides pagination, section grouping, multiple tables concatenations for complicated table layouts. In this paper, we provide an overview r2rtf workflow with examples for both required and optional easy-to-use functions. Code examples are provided to create customized RTF tables and figures with highlighted features. The open-source r2rtf R package is available at https//github.com/Merck/r2rtf."
"rinpharma_182","2020 Conference","Talk","2020","2020-10-15","Sophie Sun","Novartis","Subgroup Benchmarking Framework","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Sun-Subgroup_Benchmarking.pdf","https://youtu.be/6CBxoxECihs","Identification of subgroups with increased or decreased treatment effect is a challenging topic with several traps and pitfalls. In this project, we would like to establish good practices for subgroup identification, by building a simulation platform that allows for assessment and comparison of different quantitative subgroup identification strategies. Based on that we would like to provide guidance on different technical approaches. In addition, we would like to provide guidance on a recommended workflow for subgroup identification efforts to ensure best practices are used."
"rinpharma_183","2020 Conference","Talk","2020","2020-10-15","Hannah Diehl, Andy Stein, Niladri Roy Chowdhury and Tamara Broderick","MIT | Novartis","The See Value App: Visual Decision Making for Drug Development","","","Statistical graphics play an important role in exploratory data analysis, model checking and diagnostics. The lineup protocol (Buja et. al 2009) enables statistical significance testing using visualizations, bridging the gap between exploratory and inferential statistics. We created an R-shiny App that facilitates the user to generate these lineups by using preloaded examples or by uploading their own data. The user can then act as a human judge to select the plot which he/she think has the real data and see if a correct choice is made. If a correct choice is made, it would be enough evidence to believe that the real plot is significantly different from the ""null"" plots. The app also calculates the ""see""-value based on the selections made by multiple independent users which can be used to decide statistical significance. The app supports different types of analysis using continuous, binary or time-to-event response and continuous or categorical predictors."
"rinpharma_185","2020 Conference","Talk","2020","2020-10-15","Leon Eyrich Jessen","Technical University of Denmark","Its a trap! A data science case story","https://rpubs.com/leonjessen/rpharma2020","https://youtu.be/t2OaQ9jkQ08","Predictive modeling is a powerful tool, which amongst other things can be applied for prioritising drug candidates. Limiting the search space needed for target exploration, can reduce costs markedly partly eliminating lab time and expensive kits. Predictive modeling is however not without pitfalls... In this short talk, I will present a (fictive) data science case story, outlining one major challenge in predictive modeling, while demonstrating how to address said challenge."
"rinpharma_186","2020 Conference","Talk","2020","2020-10-15","Stefan Pinkert","Merck","X-Omics Platform","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Pinkert-X_Omics_Platform.pdf","https://youtu.be/5mLkY046RKg","Introduction to the X-Omics Platform (XOP), a digital biomarker research platform for bioinformaticians and other scientist at Merck KGaA. XOP is a validated system for storing, processing, and analyzing ""omics"" data, including RNASeq, DNASeq (whole-exome and whole-genome), digital pathology datasets, and eventually proteomics and other datatypes."
"rinpharma_187","2020 Conference","Talk","2020","2020-10-15","Sean Lopp","Rstudio","RStudio Pharma Updates","https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Lopp-RStudio_Pharma_Updates.pdf","https://youtu.be/5BpvwgbzHLo","RStudio will share a number of exciting product updates specifically built for pharmaceutical companies"
"rinpharma_189","2021 Conference","Keynote","2021","2021-11-02","Rich Iannone","RStudio","","","",""
"rinpharma_191","2021 Conference","Talk","2021","2021-11-02","Max Kuhn","RStudio","","","",""
"rinpharma_192","2021 Conference","Talk","2021","2021-11-02","Pawel Rucki","Roche","5 testing packages to make your package better!","","",""
"rinpharma_193","2021 Conference","Talk","2021","2021-11-02","Eric Nantz","Eli Lilly","","","",""
"rinpharma_194","2021 Conference","Talk","2021","2021-11-02","Afshin Mashadi-Hossein","BMS","Framework for data collaboration","","",""
